"REF_DATE","GEO","DGUID","Estimates","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2001","British Columbia","2016A000259","Beekeepers","Number","223","units ","0","v47858","10.1","2249","","","","0"
"2001","British Columbia","2016A000259","Colonies","Number","223","units ","0","v47868","10.2","51676","","","","0"
"2001","British Columbia","2016A000259","Average yield per colony","Pounds","254","units ","0","v47878","10.3","65","","","t","0"
"2001","British Columbia","2016A000259","Production of natural honey, total [16133111]","Pounds","254","thousands","3","v47888","10.4","3335","","","","0"
"2001","British Columbia","2016A000259","Value of natural honey, total [16133111]","Dollars","81","thousands","3","v47898","10.5","7032","","","","0"
"2002","Canada","2016A000011124","Beekeepers","Number","223","units ","0","v47849","1.1","8958","","","","0"
"2002","Canada","2016A000011124","Colonies","Number","223","units ","0","v47859","1.2","588485","","","","0"
"2002","Canada","2016A000011124","Average yield per colony","Pounds","254","units ","0","v47869","1.3","139","","","t","0"
"2002","Canada","2016A000011124","Production of natural honey, total [16133111]","Pounds","254","thousands","3","v47879","1.4","81730","","","","0"
"2002","Canada","2016A000011124","Value of natural honey, total [16133111]","Dollars","81","thousands","3","v47889","1.5","160805","","","","0"
"2002","Prince Edward Island","2016A000211","Beekeepers","Number","223","units ","0","v47850","2.1","55","","","","0"
"2002","Prince Edward Island","2016A000211","Colonies","Number","223","units ","0","v47860","2.2","2005","","","","0"
"2002","Prince Edward Island","2016A000211","Average yield per colony","Pounds","254","units ","0","v47870","2.3","57","","","t","0"
"2002","Prince Edward Island","2016A000211","Production of natural honey, total [16133111]","Pounds","254","thousands","3","v47880","2.4","115","","","","0"
"2002","Prince Edward Island","2016A000211","Value of natural honey, total [16133111]","Dollars","81","thousands","3","v47890","2.5","220","","","","0"
"2002","Nova Scotia","2016A000212","Beekeepers","Number","223","units ","0","v47851","3.1","418","","","","0"
"2002","Nova Scotia","2016A000212","Colonies","Number","223","units ","0","v47861","3.2","20500","","","","0"
"2002","Nova Scotia","2016A000212","Average yield per colony","Pounds","254","units ","0","v47871","3.3","37","","","t","0"
"2002","Nova Scotia","2016A000212","Production of natural honey, total [16133111]","Pounds","254","thousands","3","v47881","3.4","755","","","","0"
"2002","Nova Scotia","2016A000212","Value of natural honey, total [16133111]","Dollars","81","thousands","3","v47891","3.5","1775","","","","0"
"2002","New Brunswick","2016A000213","Beekeepers","Number","223","units ","0","v47852","4.1","230","","","","0"
"2002","New Brunswick","2016A000213","Colonies","Number","223","units ","0","v47862","4.2","5400","","","","0"
"2002","New Brunswick","2016A000213","Average yield per colony","Pounds","254","units ","0","v47872","4.3","59","","","t","0"
"2002","New Brunswick","2016A000213","Production of natural honey, total [16133111]","Pounds","254","thousands","3","v47882","4.4","320","","","","0"
"2002","New Brunswick","2016A000213","Value of natural honey, total [16133111]","Dollars","81","thousands","3","v47892","4.5","595","","","","0"
"2002","Quebec","2016A000224","Beekeepers","Number","223","units ","0","v47853","5.1","220","","","","0"
"2002","Quebec","2016A000224","Colonies","Number","223","units ","0","v47863","5.2","31710","","","","0"
"2002","Quebec","2016A000224","Average yield per colony","Pounds","254","units ","0","v47873","5.3","117","","","t","0"
"2002","Quebec","2016A000224","Production of natural honey, total [16133111]","Pounds","254","thousands","3","v47883","5.4","3710","","","","0"
"2002","Quebec","2016A000224","Value of natural honey, total [16133111]","Dollars","81","thousands","3","v47893","5.5","6720","","","","0"
"2002","Ontario","2016A000235","Beekeepers","Number","223","units ","0","v47854","6.1","3000","","","","0"
"2002","Ontario","2016A000235","Colonies","Number","223","units ","0","v47864","6.2","75000","","","","0"
"2002","Ontario","2016A000235","Average yield per colony","Pounds","254","units ","0","v47874","6.3","142","","","t","0"
"2002","Ontario","2016A000235","Production of natural honey, total [16133111]","Pounds","254","thousands","3","v47884","6.4","10635","","","","0"
"2002","Ontario","2016A000235","Value of natural honey, total [16133111]","Dollars","81","thousands","3","v47894","6.5","20915","","","","0"
"2002","Manitoba","2016A000246","Beekeepers","Number","223","units ","0","v47855","7.1","800","","","","0"
"2002","Manitoba","2016A000246","Colonies","Number","223","units ","0","v47865","7.2","87000","","","","0"
"2002","Manitoba","2016A000246","Average yield per colony","Pounds","254","units ","0","v47875","7.3","165","","","t","0"
"2002","Manitoba","2016A000246","Production of natural honey, total [16133111]","Pounds","254","thousands","3","v47885","7.4","14355","","","","0"
"2002","Manitoba","2016A000246","Value of natural honey, total [16133111]","Dollars","81","thousands","3","v47895","7.5","28710","","","","0"
"2002","Saskatchewan","2016A000247","Beekeepers","Number","223","units ","0","v47856","8.1","1325","","","","0"
"2002","Saskatchewan","2016A000247","Colonies","Number","223","units ","0","v47866","8.2","100000","","","","0"
"2002","Saskatchewan","2016A000247","Average yield per colony","Pounds","254","units ","0","v47876","8.3","190","","","t","0"
"2002","Saskatchewan","2016A000247","Production of natural honey, total [16133111]","Pounds","254","thousands","3","v47886","8.4","19000","","","","0"
"2002","Saskatchewan","2016A000247","Value of natural honey, total [16133111]","Dollars","81","thousands","3","v47896","8.5","36100","","","","0"
"2002","Alberta","2016A000248","Beekeepers","Number","223","units ","0","v47857","9.1","700","","","","0"
"2002","Alberta","2016A000248","Colonies","Number","223","units ","0","v47867","9.2","227000","","","","0"
"2002","Alberta","2016A000248","Average yield per colony","Pounds","254","units ","0","v47877","9.3","131","","","t","0"
"2002","Alberta","2016A000248","Production of natural honey, total [16133111]","Pounds","254","thousands","3","v47887","9.4","29735","","","","0"
"2002","Alberta","2016A000248","Value of natural honey, total [16133111]","Dollars","81","thousands","3","v47897","9.5","58320","","","","0"
"2002","British Columbia","2016A000259","Beekeepers","Number","223","units ","0","v47858","10.1","2210","","","","0"
"2002","British Columbia","2016A000259","Colonies","Number","223","units ","0","v47868","10.2","39870","","","","0"
"2002","British Columbia","2016A000259","Average yield per colony","Pounds","254","units ","0","v47878","10.3","78","","","t","0"
"2002","British Columbia","2016A000259","Production of natural honey, total [16133111]","Pounds","254","thousands","3","v47888","10.4","3105","","","","0"
"2002","British Columbia","2016A000259","Value of natural honey, total [16133111]","Dollars","81","thousands","3","v47898","10.5","7450","","","","0"
"2003","Canada","2016A000011124","Beekeepers","Number","223","units ","0","v47849","1.1","8310","","","","0"
"2003","Canada","2016A000011124","Colonies","Number","223","units ","0","v47859","1.2","563330","","","","0"
"2003","Canada","2016A000011124","Average yield per colony","Pounds","254","units ","0","v47869","1.3","135","","","t","0"
"2003","Canada","2016A000011124","Production of natural honey, total [16133111]","Pounds","254","thousands","3","v47879","1.4","76285","","","","0"
"2003","Canada","2016A000011124","Value of natural honey, total [16133111]","Dollars","81","thousands","3","v47889","1.5","155805","","","","0"
"2003","Prince Edward Island","2016A000211","Beekeepers","Number","223","units ","0","v47850","2.1","35","","","","0"
"2003","Prince Edward Island","2016A000211","Colonies","Number","223","units ","0","v47860","2.2","2190","","","","0"
"2003","Prince Edward Island","2016A000211","Average yield per colony","Pounds","254","units ","0","v47870","2.3","53","","","t","0"
"2003","Prince Edward Island","2016A000211","Production of natural honey, total [16133111]","Pounds","254","thousands","3","v47880","2.4","115","","","","0"
"2003","Prince Edward Island","2016A000211","Value of natural honey, total [16133111]","Dollars","81","thousands","3","v47890","2.5","225","","","","0"
"2003","Nova Scotia","2016A000212","Beekeepers","Number","223","units ","0","v47851","3.1","405","","","","0"
"2003","Nova Scotia","2016A000212","Colonies","Number","223","units ","0","v47861","3.2","19080","","","","0"
"2003","Nova Scotia","2016A000212","Average yield per colony","Pounds","254","units ","0","v47871","3.3","43","","","t","0"
"2003","Nova Scotia","2016A000212","Production of natural honey, total [16133111]","Pounds","254","thousands","3","v47881","3.4","825","","","","0"
"2003","Nova Scotia","2016A000212","Value of natural honey, total [16133111]","Dollars","81","thousands","3","v47891","3.5","1650","","","","0"
"2003","New Brunswick","2016A000213","Beekeepers","Number","223","units ","0","v47852","4.1","230","","","","0"
"2003","New Brunswick","2016A000213","Colonies","Number","223","units ","0","v47862","4.2","5060","","","","0"
"2003","New Brunswick","2016A000213","Average yield per colony","Pounds","254","units ","0","v47872","4.3","52","","","t","0"
"2003","New Brunswick","2016A000213","Production of natural honey, total [16133111]","Pounds","254","thousands","3","v47882","4.4","265","","","","0"
"2003","New Brunswick","2016A000213","Value of natural honey, total [16133111]","Dollars","81","thousands","3","v47892","4.5","530","","","","0"
"2003","Quebec","2016A000224","Beekeepers","Number","223","units ","0","v47853","5.1","200","","","","0"
"2003","Quebec","2016A000224","Colonies","Number","223","units ","0","v47863","5.2","22805","","","","0"
"2003","Quebec","2016A000224","Average yield per colony","Pounds","254","units ","0","v47873","5.3","63","","","t","0"
"2003","Quebec","2016A000224","Production of natural honey, total [16133111]","Pounds","254","thousands","3","v47883","5.4","1435","","","","0"
"2003","Quebec","2016A000224","Value of natural honey, total [16133111]","Dollars","81","thousands","3","v47893","5.5","3445","","","","0"
"2003","Ontario","2016A000235","Beekeepers","Number","223","units ","0","v47854","6.1","2650","","","","0"
"2003","Ontario","2016A000235","Colonies","Number","223","units ","0","v47864","6.2","71000","","","","0"
"2003","Ontario","2016A000235","Average yield per colony","Pounds","254","units ","0","v47874","6.3","121","","","t","0"
"2003","Ontario","2016A000235","Production of natural honey, total [16133111]","Pounds","254","thousands","3","v47884","6.4","8605","","","","0"
"2003","Ontario","2016A000235","Value of natural honey, total [16133111]","Dollars","81","thousands","3","v47894","6.5","17505","","","","0"
"2003","Manitoba","2016A000246","Beekeepers","Number","223","units ","0","v47855","7.1","550","","","","0"
"2003","Manitoba","2016A000246","Colonies","Number","223","units ","0","v47865","7.2","80000","","","","0"
"2003","Manitoba","2016A000246","Average yield per colony","Pounds","254","units ","0","v47875","7.3","182","","","t","0"
"2003","Manitoba","2016A000246","Production of natural honey, total [16133111]","Pounds","254","thousands","3","v47885","7.4","14560","","","","0"
"2003","Manitoba","2016A000246","Value of natural honey, total [16133111]","Dollars","81","thousands","3","v47895","7.5","29100","","","","0"
"2003","Saskatchewan","2016A000247","Beekeepers","Number","223","units ","0","v47856","8.1","1285","","","","0"
"2003","Saskatchewan","2016A000247","Colonies","Number","223","units ","0","v47866","8.2","100000","","","","0"
"2003","Saskatchewan","2016A000247","Average yield per colony","Pounds","254","units ","0","v47876","8.3","195","","","t","0"
"2003","Saskatchewan","2016A000247","Production of natural honey, total [16133111]","Pounds","254","thousands","3","v47886","8.4","19500","","","","0"
"2003","Saskatchewan","2016A000247","Value of natural honey, total [16133111]","Dollars","81","thousands","3","v47896","8.5","39000","","","","0"
"2003","Alberta","2016A000248","Beekeepers","Number","223","units ","0","v47857","9.1","755","","","","0"
"2003","Alberta","2016A000248","Colonies","Number","223","units ","0","v47867","9.2","221000","","","","0"
"2003","Alberta","2016A000248","Average yield per colony","Pounds","254","units ","0","v47877","9.3","126","","","t","0"
"2003","Alberta","2016A000248","Production of natural honey, total [16133111]","Pounds","254","thousands","3","v47887","9.4","27845","","","","0"
"2003","Alberta","2016A000248","Value of natural honey, total [16133111]","Dollars","81","thousands","3","v47897","9.5","56845","","","","0"
